image_path,original_label,adversarial_label
adversarial_dataset/train\adv_sample_training_1939.png,3,5
adversarial_dataset/train\adv_sample_training_1940.png,9,1
adversarial_dataset/train\adv_sample_training_1941.png,7,2
adversarial_dataset/train\adv_sample_training_1942.png,6,2
adversarial_dataset/train\adv_sample_training_1943.png,9,1
adversarial_dataset/train\adv_sample_training_1944.png,4,2
adversarial_dataset/train\adv_sample_training_1945.png,0,9
adversarial_dataset/train\adv_sample_training_1946.png,7,4
adversarial_dataset/train\adv_sample_training_1947.png,4,6
adversarial_dataset/train\adv_sample_training_1948.png,6,4
adversarial_dataset/train\adv_sample_training_1949.png,5,3
adversarial_dataset/train\adv_sample_training_1950.png,0,9
adversarial_dataset/train\adv_sample_training_1951.png,5,2
adversarial_dataset/train\adv_sample_training_1952.png,9,1
adversarial_dataset/train\adv_sample_training_1953.png,0,7
adversarial_dataset/train\adv_sample_training_1954.png,9,1
adversarial_dataset/train\adv_sample_training_1955.png,0,8
adversarial_dataset/train\adv_sample_training_1956.png,8,1
adversarial_dataset/train\adv_sample_training_1957.png,9,1
adversarial_dataset/train\adv_sample_training_1958.png,8,9
adversarial_dataset/train\adv_sample_training_1959.png,7,4
adversarial_dataset/train\adv_sample_training_1960.png,5,3
adversarial_dataset/train\adv_sample_training_1961.png,4,2
adversarial_dataset/train\adv_sample_training_1962.png,9,5
adversarial_dataset/train\adv_sample_training_1963.png,3,5
adversarial_dataset/train\adv_sample_training_1964.png,1,4
adversarial_dataset/train\adv_sample_training_1965.png,2,0
adversarial_dataset/train\adv_sample_training_1966.png,3,5
adversarial_dataset/train\adv_sample_training_1967.png,7,5
adversarial_dataset/train\adv_sample_training_1968.png,6,2
adversarial_dataset/train\adv_sample_training_1969.png,4,2
adversarial_dataset/train\adv_sample_training_1970.png,7,4
adversarial_dataset/train\adv_sample_training_1971.png,6,0
adversarial_dataset/train\adv_sample_training_1972.png,5,3
adversarial_dataset/train\adv_sample_training_1973.png,3,2
adversarial_dataset/train\adv_sample_training_1974.png,5,3
adversarial_dataset/train\adv_sample_training_1975.png,0,8
adversarial_dataset/train\adv_sample_training_1976.png,9,7
adversarial_dataset/train\adv_sample_training_1977.png,4,2
adversarial_dataset/train\adv_sample_training_1978.png,4,7
adversarial_dataset/train\adv_sample_training_1979.png,3,5
adversarial_dataset/train\adv_sample_training_1980.png,4,7
adversarial_dataset/train\adv_sample_training_1981.png,7,3
adversarial_dataset/train\adv_sample_training_1982.png,5,3
adversarial_dataset/train\adv_sample_training_1983.png,4,6
adversarial_dataset/train\adv_sample_training_1984.png,2,8
adversarial_dataset/train\adv_sample_training_1985.png,0,8
adversarial_dataset/train\adv_sample_training_1986.png,6,3
adversarial_dataset/train\adv_sample_training_1987.png,9,1
adversarial_dataset/train\adv_sample_training_1988.png,5,9
adversarial_dataset/train\adv_sample_training_1989.png,3,1
adversarial_dataset/train\adv_sample_training_1990.png,0,2
adversarial_dataset/train\adv_sample_training_1991.png,1,9
adversarial_dataset/train\adv_sample_training_1992.png,6,4
adversarial_dataset/train\adv_sample_training_1993.png,4,7
adversarial_dataset/train\adv_sample_training_1994.png,9,2
adversarial_dataset/train\adv_sample_training_1995.png,1,4
adversarial_dataset/train\adv_sample_training_1996.png,0,4
adversarial_dataset/train\adv_sample_training_1997.png,2,4
adversarial_dataset/train\adv_sample_training_1998.png,8,5
adversarial_dataset/train\adv_sample_training_1999.png,4,7
adversarial_dataset/train\adv_sample_training_2000.png,4,3
adversarial_dataset/train\adv_sample_training_2001.png,7,4
adversarial_dataset/train\adv_sample_training_2002.png,7,5
adversarial_dataset/train\adv_sample_training_2003.png,4,2
adversarial_dataset/train\adv_sample_training_2004.png,7,3
adversarial_dataset/train\adv_sample_training_2005.png,3,4
adversarial_dataset/train\adv_sample_training_2006.png,3,5
adversarial_dataset/train\adv_sample_training_2007.png,0,8
adversarial_dataset/train\adv_sample_training_2008.png,6,7
adversarial_dataset/train\adv_sample_training_2009.png,2,8
adversarial_dataset/train\adv_sample_training_2010.png,5,7
adversarial_dataset/train\adv_sample_training_2011.png,1,9
adversarial_dataset/train\adv_sample_training_2012.png,1,9
adversarial_dataset/train\adv_sample_training_2013.png,5,0
adversarial_dataset/train\adv_sample_training_2014.png,3,5
adversarial_dataset/train\adv_sample_training_2015.png,3,9
adversarial_dataset/train\adv_sample_training_2016.png,6,2
adversarial_dataset/train\adv_sample_training_2017.png,7,4
adversarial_dataset/train\adv_sample_training_2018.png,2,0
adversarial_dataset/train\adv_sample_training_2019.png,6,4
adversarial_dataset/train\adv_sample_training_2020.png,7,5
adversarial_dataset/train\adv_sample_training_2021.png,0,2
adversarial_dataset/train\adv_sample_training_2022.png,2,4
adversarial_dataset/train\adv_sample_training_2023.png,1,9
adversarial_dataset/train\adv_sample_training_2024.png,3,7
adversarial_dataset/train\adv_sample_training_2025.png,5,3
adversarial_dataset/train\adv_sample_training_2026.png,4,8
adversarial_dataset/train\adv_sample_training_2027.png,8,2
adversarial_dataset/train\adv_sample_training_2028.png,0,2
adversarial_dataset/train\adv_sample_training_2029.png,7,5
adversarial_dataset/train\adv_sample_training_2030.png,4,5
adversarial_dataset/train\adv_sample_training_2031.png,3,6
adversarial_dataset/train\adv_sample_training_2032.png,3,2
adversarial_dataset/train\adv_sample_training_2033.png,0,1
adversarial_dataset/train\adv_sample_training_2034.png,2,3
adversarial_dataset/train\adv_sample_training_2035.png,8,9
adversarial_dataset/train\adv_sample_training_2036.png,1,4
adversarial_dataset/train\adv_sample_training_2037.png,5,3
adversarial_dataset/train\adv_sample_training_2038.png,8,1
adversarial_dataset/train\adv_sample_training_2039.png,6,4
adversarial_dataset/train\adv_sample_training_2040.png,8,0
adversarial_dataset/train\adv_sample_training_2041.png,2,5
adversarial_dataset/train\adv_sample_training_2042.png,7,3
adversarial_dataset/train\adv_sample_training_2043.png,2,6
adversarial_dataset/train\adv_sample_training_2044.png,9,0
adversarial_dataset/train\adv_sample_training_2045.png,6,2
adversarial_dataset/train\adv_sample_training_2046.png,9,1
adversarial_dataset/train\adv_sample_training_2047.png,7,5
adversarial_dataset/train\adv_sample_training_2048.png,7,5
adversarial_dataset/train\adv_sample_training_2049.png,0,8
adversarial_dataset/train\adv_sample_training_2050.png,5,3
adversarial_dataset/train\adv_sample_training_2051.png,4,5
adversarial_dataset/train\adv_sample_training_2052.png,0,9
adversarial_dataset/train\adv_sample_training_2053.png,9,1
adversarial_dataset/train\adv_sample_training_2054.png,0,1
adversarial_dataset/train\adv_sample_training_2055.png,3,1
adversarial_dataset/train\adv_sample_training_2056.png,8,1
adversarial_dataset/train\adv_sample_training_2057.png,9,1
adversarial_dataset/train\adv_sample_training_2058.png,5,3
adversarial_dataset/train\adv_sample_training_2059.png,5,3
adversarial_dataset/train\adv_sample_training_2060.png,0,1
adversarial_dataset/train\adv_sample_training_2061.png,3,2
adversarial_dataset/train\adv_sample_training_2062.png,6,3
adversarial_dataset/train\adv_sample_training_2063.png,7,3
adversarial_dataset/train\adv_sample_training_2064.png,8,0
adversarial_dataset/train\adv_sample_training_2065.png,7,4
adversarial_dataset/train\adv_sample_training_2066.png,2,4
adversarial_dataset/train\adv_sample_training_2067.png,9,1
adversarial_dataset/train\adv_sample_training_2068.png,4,5
adversarial_dataset/train\adv_sample_training_2069.png,6,3
adversarial_dataset/train\adv_sample_training_2070.png,3,4
adversarial_dataset/train\adv_sample_training_2071.png,6,3
adversarial_dataset/train\adv_sample_training_2072.png,8,1
adversarial_dataset/train\adv_sample_training_2073.png,4,3
adversarial_dataset/train\adv_sample_training_2074.png,1,9
adversarial_dataset/train\adv_sample_training_2075.png,6,3
adversarial_dataset/train\adv_sample_training_2076.png,9,1
adversarial_dataset/train\adv_sample_training_2077.png,6,3
adversarial_dataset/train\adv_sample_training_2078.png,7,4
adversarial_dataset/train\adv_sample_training_2079.png,2,7
adversarial_dataset/train\adv_sample_training_2080.png,7,0
adversarial_dataset/train\adv_sample_training_2081.png,6,2
adversarial_dataset/train\adv_sample_training_2082.png,9,0
adversarial_dataset/train\adv_sample_training_2083.png,2,7
adversarial_dataset/train\adv_sample_training_2084.png,0,8
adversarial_dataset/train\adv_sample_training_2085.png,3,1
adversarial_dataset/train\adv_sample_training_2086.png,0,8
adversarial_dataset/train\adv_sample_training_2087.png,5,2
adversarial_dataset/train\adv_sample_training_2088.png,6,3
adversarial_dataset/train\adv_sample_training_2089.png,2,8
adversarial_dataset/train\adv_sample_training_2090.png,2,7
adversarial_dataset/train\adv_sample_training_2091.png,4,2
adversarial_dataset/train\adv_sample_training_2092.png,9,6
adversarial_dataset/train\adv_sample_training_2093.png,7,3
adversarial_dataset/train\adv_sample_training_2094.png,4,2
adversarial_dataset/train\adv_sample_training_2095.png,4,2
adversarial_dataset/train\adv_sample_training_2096.png,3,7
adversarial_dataset/train\adv_sample_training_2097.png,9,1
adversarial_dataset/train\adv_sample_training_2098.png,9,1
adversarial_dataset/train\adv_sample_training_2099.png,2,1
adversarial_dataset/train\adv_sample_training_2100.png,2,5
adversarial_dataset/train\adv_sample_training_2101.png,6,1
adversarial_dataset/train\adv_sample_training_2102.png,6,2
adversarial_dataset/train\adv_sample_training_2103.png,7,6
adversarial_dataset/train\adv_sample_training_2104.png,9,8
adversarial_dataset/train\adv_sample_training_2105.png,2,8
adversarial_dataset/train\adv_sample_training_2106.png,0,1
adversarial_dataset/train\adv_sample_training_2107.png,4,3
adversarial_dataset/train\adv_sample_training_2108.png,6,3
adversarial_dataset/train\adv_sample_training_2109.png,2,6
adversarial_dataset/train\adv_sample_training_2110.png,1,9
adversarial_dataset/train\adv_sample_training_2111.png,2,3
adversarial_dataset/train\adv_sample_training_2112.png,3,5
adversarial_dataset/train\adv_sample_training_2113.png,5,3
adversarial_dataset/train\adv_sample_training_2114.png,1,9
adversarial_dataset/train\adv_sample_training_2115.png,5,2
adversarial_dataset/train\adv_sample_training_2116.png,9,1
adversarial_dataset/train\adv_sample_training_2117.png,5,3
adversarial_dataset/train\adv_sample_training_2118.png,8,9
adversarial_dataset/train\adv_sample_training_2119.png,7,4
adversarial_dataset/train\adv_sample_training_2120.png,1,9
adversarial_dataset/train\adv_sample_training_2121.png,2,5
adversarial_dataset/train\adv_sample_training_2122.png,9,1
adversarial_dataset/train\adv_sample_training_2123.png,6,3
adversarial_dataset/train\adv_sample_training_2124.png,3,9
adversarial_dataset/train\adv_sample_training_2125.png,3,6
adversarial_dataset/train\adv_sample_training_2126.png,2,4
adversarial_dataset/train\adv_sample_training_2127.png,1,2
adversarial_dataset/train\adv_sample_training_2128.png,6,2
adversarial_dataset/train\adv_sample_training_2129.png,6,2
adversarial_dataset/train\adv_sample_training_2130.png,6,4
adversarial_dataset/train\adv_sample_training_2131.png,2,3
adversarial_dataset/train\adv_sample_training_2132.png,5,6
adversarial_dataset/train\adv_sample_training_2133.png,8,1
adversarial_dataset/train\adv_sample_training_2134.png,1,2
adversarial_dataset/train\adv_sample_training_2135.png,4,0
adversarial_dataset/train\adv_sample_training_2136.png,4,6
adversarial_dataset/train\adv_sample_training_2137.png,5,6
adversarial_dataset/train\adv_sample_training_2138.png,6,2
adversarial_dataset/train\adv_sample_training_2139.png,8,3
adversarial_dataset/train\adv_sample_training_2140.png,1,3
adversarial_dataset/train\adv_sample_training_2141.png,4,6
adversarial_dataset/train\adv_sample_training_2142.png,8,1
adversarial_dataset/train\adv_sample_training_2143.png,5,2
adversarial_dataset/train\adv_sample_training_2144.png,4,2
adversarial_dataset/train\adv_sample_training_2145.png,4,7
adversarial_dataset/train\adv_sample_training_2146.png,7,4
adversarial_dataset/train\adv_sample_training_2147.png,2,3
adversarial_dataset/train\adv_sample_training_2148.png,9,1
adversarial_dataset/train\adv_sample_training_2149.png,8,0
adversarial_dataset/train\adv_sample_training_2150.png,5,2
adversarial_dataset/train\adv_sample_training_2151.png,3,6
adversarial_dataset/train\adv_sample_training_2152.png,2,4
adversarial_dataset/train\adv_sample_training_2153.png,8,0
adversarial_dataset/train\adv_sample_training_2154.png,5,3
adversarial_dataset/train\adv_sample_training_2155.png,5,3
adversarial_dataset/train\adv_sample_training_2156.png,9,6
adversarial_dataset/train\adv_sample_training_2157.png,8,0
adversarial_dataset/train\adv_sample_training_2158.png,4,2
adversarial_dataset/train\adv_sample_training_2159.png,6,4
adversarial_dataset/train\adv_sample_training_2160.png,1,9
adversarial_dataset/train\adv_sample_training_2161.png,3,5
adversarial_dataset/train\adv_sample_training_2162.png,7,3
adversarial_dataset/train\adv_sample_training_2163.png,5,3
adversarial_dataset/train\adv_sample_training_2164.png,1,8
adversarial_dataset/train\adv_sample_training_2165.png,9,1
adversarial_dataset/train\adv_sample_training_2166.png,2,4
adversarial_dataset/train\adv_sample_training_2167.png,4,2
adversarial_dataset/train\adv_sample_training_2168.png,9,0
adversarial_dataset/train\adv_sample_training_2169.png,0,9
adversarial_dataset/train\adv_sample_training_2170.png,3,4
adversarial_dataset/train\adv_sample_training_2171.png,1,9
adversarial_dataset/train\adv_sample_training_2172.png,4,2
adversarial_dataset/train\adv_sample_training_2173.png,5,6
adversarial_dataset/train\adv_sample_training_2174.png,6,3
adversarial_dataset/train\adv_sample_training_2175.png,3,5
adversarial_dataset/train\adv_sample_training_2176.png,1,0
adversarial_dataset/train\adv_sample_training_2177.png,0,9
adversarial_dataset/train\adv_sample_training_2178.png,3,4
adversarial_dataset/train\adv_sample_training_2179.png,4,3
adversarial_dataset/train\adv_sample_training_2180.png,4,8
adversarial_dataset/train\adv_sample_training_2181.png,6,8
adversarial_dataset/train\adv_sample_training_2182.png,3,4
adversarial_dataset/train\adv_sample_training_2183.png,5,3
adversarial_dataset/train\adv_sample_training_2184.png,4,2
adversarial_dataset/train\adv_sample_training_2185.png,3,2
adversarial_dataset/train\adv_sample_training_2186.png,9,0
adversarial_dataset/train\adv_sample_training_2187.png,4,2
adversarial_dataset/train\adv_sample_training_2188.png,7,9
adversarial_dataset/train\adv_sample_training_2189.png,7,0
adversarial_dataset/train\adv_sample_training_2190.png,0,9
adversarial_dataset/train\adv_sample_training_2191.png,8,1
adversarial_dataset/train\adv_sample_training_2192.png,7,3
adversarial_dataset/train\adv_sample_training_2193.png,1,9
adversarial_dataset/train\adv_sample_training_2194.png,2,4
adversarial_dataset/train\adv_sample_training_2195.png,4,0
adversarial_dataset/train\adv_sample_training_2196.png,9,1
adversarial_dataset/train\adv_sample_training_2197.png,5,4
adversarial_dataset/train\adv_sample_training_2198.png,0,7
adversarial_dataset/train\adv_sample_training_2199.png,4,3
adversarial_dataset/train\adv_sample_training_2200.png,8,0
adversarial_dataset/train\adv_sample_training_2201.png,2,4
adversarial_dataset/train\adv_sample_training_2202.png,2,6
adversarial_dataset/train\adv_sample_training_2203.png,2,5
adversarial_dataset/train\adv_sample_training_2204.png,6,3
adversarial_dataset/train\adv_sample_training_2205.png,7,4
adversarial_dataset/train\adv_sample_training_2206.png,7,4
adversarial_dataset/train\adv_sample_training_2207.png,0,9
adversarial_dataset/train\adv_sample_training_2208.png,0,2
adversarial_dataset/train\adv_sample_training_2209.png,6,0
adversarial_dataset/train\adv_sample_training_2210.png,4,3
adversarial_dataset/train\adv_sample_training_2211.png,3,2
adversarial_dataset/train\adv_sample_training_2212.png,4,3
adversarial_dataset/train\adv_sample_training_2213.png,9,8
adversarial_dataset/train\adv_sample_training_2214.png,2,3
adversarial_dataset/train\adv_sample_training_2215.png,4,6
adversarial_dataset/train\adv_sample_training_2216.png,2,3
adversarial_dataset/train\adv_sample_training_2217.png,9,7
adversarial_dataset/train\adv_sample_training_2218.png,4,2
adversarial_dataset/train\adv_sample_training_2219.png,1,9
adversarial_dataset/train\adv_sample_training_2220.png,9,1
adversarial_dataset/train\adv_sample_training_2221.png,4,7
adversarial_dataset/train\adv_sample_training_2222.png,9,0
adversarial_dataset/train\adv_sample_training_2223.png,5,2
adversarial_dataset/train\adv_sample_training_2224.png,1,9
adversarial_dataset/train\adv_sample_training_2225.png,9,1
adversarial_dataset/train\adv_sample_training_2226.png,9,1
adversarial_dataset/train\adv_sample_training_2227.png,6,2
adversarial_dataset/train\adv_sample_training_2228.png,4,6
adversarial_dataset/train\adv_sample_training_2229.png,7,4
adversarial_dataset/train\adv_sample_training_2230.png,0,1
adversarial_dataset/train\adv_sample_training_2231.png,8,1
adversarial_dataset/train\adv_sample_training_2232.png,2,6
adversarial_dataset/train\adv_sample_training_2233.png,2,3
adversarial_dataset/train\adv_sample_training_2234.png,7,3
adversarial_dataset/train\adv_sample_training_2235.png,5,8
adversarial_dataset/train\adv_sample_training_2236.png,0,2
adversarial_dataset/train\adv_sample_training_2237.png,6,2
adversarial_dataset/train\adv_sample_training_2238.png,4,5
adversarial_dataset/train\adv_sample_training_2239.png,7,4
adversarial_dataset/train\adv_sample_training_2240.png,0,1
adversarial_dataset/train\adv_sample_training_2241.png,4,3
adversarial_dataset/train\adv_sample_training_2242.png,0,1
adversarial_dataset/train\adv_sample_training_2243.png,2,6
adversarial_dataset/train\adv_sample_training_2244.png,4,2
adversarial_dataset/train\adv_sample_training_2245.png,9,6
adversarial_dataset/train\adv_sample_training_2246.png,6,2
adversarial_dataset/train\adv_sample_training_2247.png,5,7
adversarial_dataset/train\adv_sample_training_2248.png,8,9
adversarial_dataset/train\adv_sample_training_2249.png,9,0
adversarial_dataset/train\adv_sample_training_2250.png,9,1
adversarial_dataset/train\adv_sample_training_2251.png,9,1
adversarial_dataset/train\adv_sample_training_2252.png,2,3
adversarial_dataset/train\adv_sample_training_2253.png,0,4
adversarial_dataset/train\adv_sample_training_2254.png,3,6
adversarial_dataset/train\adv_sample_training_2255.png,1,9
adversarial_dataset/train\adv_sample_training_2256.png,2,0
adversarial_dataset/train\adv_sample_training_2257.png,6,3
adversarial_dataset/train\adv_sample_training_2258.png,7,5
adversarial_dataset/train\adv_sample_training_2259.png,2,6
adversarial_dataset/train\adv_sample_training_2260.png,2,4
adversarial_dataset/train\adv_sample_training_2261.png,3,5
adversarial_dataset/train\adv_sample_training_2262.png,3,9
adversarial_dataset/train\adv_sample_training_2263.png,3,4
adversarial_dataset/train\adv_sample_training_2264.png,5,3
adversarial_dataset/train\adv_sample_training_2265.png,6,3
adversarial_dataset/train\adv_sample_training_2266.png,0,9
adversarial_dataset/train\adv_sample_training_2267.png,7,5
adversarial_dataset/train\adv_sample_training_2268.png,9,8
adversarial_dataset/train\adv_sample_training_2269.png,4,3
adversarial_dataset/train\adv_sample_training_2270.png,0,8
adversarial_dataset/train\adv_sample_training_2271.png,5,2
adversarial_dataset/train\adv_sample_training_2272.png,7,4
adversarial_dataset/train\adv_sample_training_2273.png,6,3
adversarial_dataset/train\adv_sample_training_2274.png,7,5
adversarial_dataset/train\adv_sample_training_2275.png,7,4
adversarial_dataset/train\adv_sample_training_2276.png,6,2
adversarial_dataset/train\adv_sample_training_2277.png,9,1
adversarial_dataset/train\adv_sample_training_2278.png,7,4
adversarial_dataset/train\adv_sample_training_2279.png,5,6
adversarial_dataset/train\adv_sample_training_2280.png,3,2
adversarial_dataset/train\adv_sample_training_2281.png,3,5
adversarial_dataset/train\adv_sample_training_2282.png,3,4
adversarial_dataset/train\adv_sample_training_2283.png,3,4
adversarial_dataset/train\adv_sample_training_2284.png,5,3
adversarial_dataset/train\adv_sample_training_2285.png,3,2
adversarial_dataset/train\adv_sample_training_2286.png,4,2
adversarial_dataset/train\adv_sample_training_2287.png,4,2
adversarial_dataset/train\adv_sample_training_2288.png,7,5
adversarial_dataset/train\adv_sample_training_2289.png,0,2
adversarial_dataset/train\adv_sample_training_2290.png,7,3
adversarial_dataset/train\adv_sample_training_2291.png,0,2
adversarial_dataset/train\adv_sample_training_2292.png,2,6
adversarial_dataset/train\adv_sample_training_2293.png,7,3
adversarial_dataset/train\adv_sample_training_2294.png,7,3
adversarial_dataset/train\adv_sample_training_2295.png,9,3
adversarial_dataset/train\adv_sample_training_2296.png,0,1
adversarial_dataset/train\adv_sample_training_2297.png,6,4
adversarial_dataset/train\adv_sample_training_2298.png,4,6
adversarial_dataset/train\adv_sample_training_2299.png,0,6
adversarial_dataset/train\adv_sample_training_2300.png,2,0
adversarial_dataset/train\adv_sample_training_2301.png,3,7
adversarial_dataset/train\adv_sample_training_2302.png,4,7
adversarial_dataset/train\adv_sample_training_2303.png,5,3
adversarial_dataset/train\adv_sample_training_2304.png,1,9
adversarial_dataset/train\adv_sample_training_2305.png,2,3
adversarial_dataset/train\adv_sample_training_2306.png,7,3
adversarial_dataset/train\adv_sample_training_2307.png,7,9
adversarial_dataset/train\adv_sample_training_2308.png,9,1
adversarial_dataset/train\adv_sample_training_2309.png,5,3
adversarial_dataset/train\adv_sample_training_2310.png,9,1
adversarial_dataset/train\adv_sample_training_2311.png,9,8
adversarial_dataset/train\adv_sample_training_2312.png,8,0
adversarial_dataset/train\adv_sample_training_2313.png,1,0
adversarial_dataset/train\adv_sample_training_2314.png,1,2
adversarial_dataset/train\adv_sample_training_2315.png,4,2
adversarial_dataset/train\adv_sample_training_2316.png,4,2
adversarial_dataset/train\adv_sample_training_2317.png,8,9
adversarial_dataset/train\adv_sample_training_2318.png,8,2
adversarial_dataset/train\adv_sample_training_2319.png,0,4
adversarial_dataset/train\adv_sample_training_2320.png,1,9
adversarial_dataset/train\adv_sample_training_2321.png,0,8
adversarial_dataset/train\adv_sample_training_2322.png,1,9
adversarial_dataset/train\adv_sample_training_2323.png,3,5
adversarial_dataset/train\adv_sample_training_2324.png,1,9
adversarial_dataset/train\adv_sample_training_2325.png,2,1
adversarial_dataset/train\adv_sample_training_2326.png,6,3
adversarial_dataset/train\adv_sample_training_2327.png,3,4
adversarial_dataset/train\adv_sample_training_2328.png,2,0
adversarial_dataset/train\adv_sample_training_2329.png,9,1
adversarial_dataset/train\adv_sample_training_2330.png,9,1
adversarial_dataset/train\adv_sample_training_2331.png,9,2
adversarial_dataset/train\adv_sample_training_2332.png,2,4
adversarial_dataset/train\adv_sample_training_2333.png,6,2
adversarial_dataset/train\adv_sample_training_2334.png,0,9
adversarial_dataset/train\adv_sample_training_2335.png,7,5
adversarial_dataset/train\adv_sample_training_2336.png,9,3
adversarial_dataset/train\adv_sample_training_2337.png,0,9
adversarial_dataset/train\adv_sample_training_2338.png,2,5
adversarial_dataset/train\adv_sample_training_2339.png,6,5
adversarial_dataset/train\adv_sample_training_2340.png,9,1
adversarial_dataset/train\adv_sample_training_2341.png,7,5
adversarial_dataset/train\adv_sample_training_2342.png,6,2
adversarial_dataset/train\adv_sample_training_2343.png,3,9
adversarial_dataset/train\adv_sample_training_2344.png,7,5
adversarial_dataset/train\adv_sample_training_2345.png,2,6
adversarial_dataset/train\adv_sample_training_2346.png,6,9
adversarial_dataset/train\adv_sample_training_2347.png,8,3
adversarial_dataset/train\adv_sample_training_2348.png,7,4
adversarial_dataset/train\adv_sample_training_2349.png,5,3
adversarial_dataset/train\adv_sample_training_2350.png,4,2
adversarial_dataset/train\adv_sample_training_2351.png,8,0
adversarial_dataset/train\adv_sample_training_2352.png,9,1
adversarial_dataset/train\adv_sample_training_2353.png,3,4
adversarial_dataset/train\adv_sample_training_2354.png,2,7
adversarial_dataset/train\adv_sample_training_2355.png,0,2
adversarial_dataset/train\adv_sample_training_2356.png,2,4
adversarial_dataset/train\adv_sample_training_2357.png,9,1
adversarial_dataset/train\adv_sample_training_2358.png,7,3
adversarial_dataset/train\adv_sample_training_2359.png,1,2
adversarial_dataset/train\adv_sample_training_2360.png,4,2
adversarial_dataset/train\adv_sample_training_2361.png,6,3
adversarial_dataset/train\adv_sample_training_2362.png,4,7
adversarial_dataset/train\adv_sample_training_2363.png,3,2
adversarial_dataset/train\adv_sample_training_2364.png,7,4
adversarial_dataset/train\adv_sample_training_2365.png,9,4
adversarial_dataset/train\adv_sample_training_2366.png,1,6
adversarial_dataset/train\adv_sample_training_2367.png,8,0
adversarial_dataset/train\adv_sample_training_2368.png,9,8
adversarial_dataset/train\adv_sample_training_2369.png,6,3
adversarial_dataset/train\adv_sample_training_2370.png,5,3
adversarial_dataset/train\adv_sample_training_2371.png,0,8
adversarial_dataset/train\adv_sample_training_2372.png,7,4
adversarial_dataset/train\adv_sample_training_2373.png,6,2
adversarial_dataset/train\adv_sample_training_2374.png,8,0
adversarial_dataset/train\adv_sample_training_2375.png,5,4
adversarial_dataset/train\adv_sample_training_2376.png,0,3
adversarial_dataset/train\adv_sample_training_2377.png,4,2
adversarial_dataset/train\adv_sample_training_2378.png,9,1
adversarial_dataset/train\adv_sample_training_2379.png,8,0
adversarial_dataset/train\adv_sample_training_2380.png,5,3
adversarial_dataset/train\adv_sample_training_2381.png,1,9
adversarial_dataset/train\adv_sample_training_2382.png,5,2
adversarial_dataset/train\adv_sample_training_2383.png,8,1
adversarial_dataset/train\adv_sample_training_2384.png,3,5
adversarial_dataset/train\adv_sample_training_2385.png,0,8
adversarial_dataset/train\adv_sample_training_2386.png,9,1
adversarial_dataset/train\adv_sample_training_2387.png,9,1
adversarial_dataset/train\adv_sample_training_2388.png,3,2
adversarial_dataset/train\adv_sample_training_2389.png,3,4
adversarial_dataset/train\adv_sample_training_2390.png,3,5
adversarial_dataset/train\adv_sample_training_2391.png,9,8
adversarial_dataset/train\adv_sample_training_2392.png,4,7
adversarial_dataset/train\adv_sample_training_2393.png,5,3
adversarial_dataset/train\adv_sample_training_2394.png,2,4
adversarial_dataset/train\adv_sample_training_2395.png,1,9
adversarial_dataset/train\adv_sample_training_2396.png,5,2
adversarial_dataset/train\adv_sample_training_2397.png,3,5
adversarial_dataset/train\adv_sample_training_2398.png,0,2
adversarial_dataset/train\adv_sample_training_2399.png,8,2
adversarial_dataset/train\adv_sample_training_2400.png,6,7
adversarial_dataset/train\adv_sample_training_2401.png,0,3
adversarial_dataset/train\adv_sample_training_2402.png,6,3
adversarial_dataset/train\adv_sample_training_2403.png,3,4
adversarial_dataset/train\adv_sample_training_2404.png,7,6
adversarial_dataset/train\adv_sample_training_2405.png,7,5
adversarial_dataset/train\adv_sample_training_2406.png,3,2
adversarial_dataset/train\adv_sample_training_2407.png,6,2
adversarial_dataset/train\adv_sample_training_2408.png,7,4
adversarial_dataset/train\adv_sample_training_2409.png,2,5
adversarial_dataset/train\adv_sample_training_2410.png,8,1
adversarial_dataset/train\adv_sample_training_2411.png,4,3
adversarial_dataset/train\adv_sample_training_2412.png,1,9
adversarial_dataset/train\adv_sample_training_2413.png,6,3
adversarial_dataset/train\adv_sample_training_2414.png,2,0
adversarial_dataset/train\adv_sample_training_2415.png,1,7
adversarial_dataset/train\adv_sample_training_2416.png,2,8
adversarial_dataset/train\adv_sample_training_2417.png,5,3
adversarial_dataset/train\adv_sample_training_2418.png,5,3
adversarial_dataset/train\adv_sample_training_2419.png,9,1
adversarial_dataset/train\adv_sample_training_2420.png,4,3
adversarial_dataset/train\adv_sample_training_2421.png,5,3
adversarial_dataset/train\adv_sample_training_2422.png,7,4
adversarial_dataset/train\adv_sample_training_2423.png,5,9
adversarial_dataset/train\adv_sample_training_2424.png,5,3
adversarial_dataset/train\adv_sample_training_2425.png,4,3
adversarial_dataset/train\adv_sample_training_2426.png,2,1
adversarial_dataset/train\adv_sample_training_2427.png,9,5
adversarial_dataset/train\adv_sample_training_2428.png,9,3
adversarial_dataset/train\adv_sample_training_2429.png,9,1
adversarial_dataset/train\adv_sample_training_2430.png,1,2
adversarial_dataset/train\adv_sample_training_2431.png,2,6
adversarial_dataset/train\adv_sample_training_2432.png,3,6
adversarial_dataset/train\adv_sample_training_2433.png,4,5
adversarial_dataset/train\adv_sample_training_2434.png,1,9
adversarial_dataset/train\adv_sample_training_2435.png,5,3
adversarial_dataset/train\adv_sample_training_2436.png,0,1
adversarial_dataset/train\adv_sample_training_2437.png,3,5
